,days_left,DummyEconomy,price
265248,20,0,50271
265249,20,0,50271
265251,20,0,50271
265252,20,0,50271
265321,21,0,50271
265322,21,0,50271
265323,21,0,50271
265325,21,0,50271
265326,21,0,50271
265391,22,0,50271
265392,22,0,50271
265393,22,0,50271
265395,22,0,50271
265396,22,0,50271
265461,23,0,50271
265462,23,0,50271
265463,23,0,50271
265465,23,0,50271
265466,23,0,50271
265535,24,0,50271
265536,24,0,50271
265537,24,0,50271
265539,24,0,50271
265540,24,0,50271
265605,25,0,50271
265606,25,0,50271
265607,25,0,50271
265609,25,0,50271
265610,25,0,50271
265685,26,0,50271
265686,26,0,50271
265687,26,0,50271
265689,26,0,50271
265690,26,0,50271
265751,27,0,50271
265752,27,0,50271
265753,27,0,50271
265755,27,0,50271
265756,27,0,50271
265826,28,0,50271
265827,28,0,50271
265828,28,0,50271
265830,28,0,50271
265831,28,0,50271
265894,29,0,50271
265895,29,0,50271
265897,29,0,50271
265898,29,0,50271
265914,29,0,58212
265963,30,0,50271
265964,30,0,50271
265965,30,0,50271
265967,30,0,50271
265968,30,0,50271
266030,31,0,50271
266031,31,0,50271
266032,31,0,50271
266034,31,0,50271
266035,31,0,50271
266104,32,0,50271
266105,32,0,50271
266106,32,0,50271
266108,32,0,50271
266109,32,0,50271
266183,33,0,50271
266184,33,0,50271
266185,33,0,50271
266187,33,0,50271
266188,33,0,50271
266251,34,0,50271
266252,34,0,50271
266253,34,0,50271
266255,34,0,50271
266256,34,0,50271
266323,35,0,50271
266324,35,0,50271
266325,35,0,50271
266327,35,0,50271
266328,35,0,50271
266395,36,0,50271
266396,36,0,50271
266397,36,0,50271
266399,36,0,50271
266400,36,0,50271
266465,37,0,50271
266466,37,0,50271
266467,37,0,50271
266469,37,0,50271
266470,37,0,50271
266535,38,0,50271
266536,38,0,50271
266537,38,0,50271
266539,38,0,50271
266540,38,0,50271
266605,39,0,50271
266606,39,0,50271
266607,39,0,50271
266609,39,0,50271
266610,39,0,50271
266681,40,0,50271
266682,40,0,50271
266683,40,0,50271
266685,40,0,50271
266686,40,0,50271
266747,41,0,50271
266748,41,0,50271
266749,41,0,50271
266751,41,0,50271
266752,41,0,50271
266822,42,0,50271
266823,42,0,50271
266824,42,0,50271
266826,42,0,50271
266827,42,0,50271
266891,43,0,50271
266892,43,0,50271
266893,43,0,50271
266895,43,0,50271
266896,43,0,50271
266961,44,0,50271
266962,44,0,50271
266963,44,0,50271
266965,44,0,50271
266966,44,0,50271
267014,45,0,31838
267018,45,0,37526
267019,45,0,37526
267032,45,0,50271
267033,45,0,50271
267034,45,0,50271
267035,45,0,50271
267037,45,0,50271
267096,46,0,50271
267097,46,0,50271
267099,46,0,50271
267148,47,0,31838
267152,47,0,37526
267164,47,0,50271
267165,47,0,50271
267166,47,0,50271
267168,47,0,50271
267226,48,0,50271
267227,48,0,50271
267229,48,0,50271
267292,49,0,50271
267293,49,0,50271
267294,49,0,50271
267296,49,0,50271
267345,2,0,63218
267348,2,0,63218
267354,2,0,63218
267358,2,0,63218
267384,3,0,62098
267388,3,0,62098
267393,3,0,63218
267395,3,0,63218
267439,4,0,60978
267442,4,0,60978
267448,4,0,60978
267499,5,0,60978
267502,5,0,60978
267508,5,0,60978
267512,5,0,60978
267570,6,0,60978
267573,6,0,60978
267578,6,0,60978
267632,7,0,60978
267635,7,0,60978
267698,8,0,60978
267701,8,0,60978
267754,9,0,60978
267757,9,0,60978
267762,9,0,60978
267765,9,0,60978
267816,10,0,60978
267819,10,0,60978
267825,10,0,60978
267891,11,0,60978
267894,11,0,60978
267955,12,0,60978
267958,12,0,60978
268017,13,0,60978
268020,13,0,60978
268075,14,0,60978
268078,14,0,60978
268084,14,0,60978
268143,15,0,60978
268146,15,0,60978
268197,16,0,60978
268200,16,0,60978
268250,17,0,60978
268253,17,0,60978
268325,18,0,60978
268328,18,0,60978
268389,19,0,60978
268392,19,0,60978
268450,20,0,60978
268452,20,0,60978
268455,20,0,60978
268517,21,0,60978
268520,21,0,60978
268577,22,0,60978
268580,22,0,60978
268631,23,0,60978
268634,23,0,60978
268690,24,0,60978
268693,24,0,60978
268752,25,0,60978
268755,25,0,60978
268830,26,0,60978
268833,26,0,60978
268889,27,0,60978
268892,27,0,60978
268960,28,0,60978
268963,28,0,60978
269011,29,0,60978
269014,29,0,60978
269064,30,0,60978
269067,30,0,60978
269128,31,0,60978
269131,31,0,60978
269137,31,0,60978
269203,32,0,60978
269206,32,0,60978
269261,33,0,60978
269264,33,0,60978
269321,34,0,60978
269323,34,0,60978
269326,34,0,60978
269397,35,0,60978
269400,35,0,60978
269451,36,0,60978
269454,36,0,60978
269514,37,0,60978
269517,37,0,60978
269569,38,0,60978
269572,38,0,60978
269638,39,0,60978
269641,39,0,60978
269702,40,0,60978
269705,40,0,60978
269761,41,0,60978
269764,41,0,60978
269829,42,0,60978
269832,42,0,60978
269883,43,0,60978
269886,43,0,60978
269941,44,0,60978
269944,44,0,60978
269963,45,0,31762
269965,45,0,31902
270013,45,0,60978
270016,45,0,60978
270072,46,0,60978
270075,46,0,60978
270134,47,0,60978
270137,47,0,60978
270192,48,0,60978
270195,48,0,60978
270260,49,0,60978
270262,49,0,60978
270272,2,0,54840
270274,2,0,54840
270279,2,0,54840
270284,2,0,59880
270303,3,0,53183
270304,3,0,53183
270309,3,0,54840
270311,3,0,54840
270341,4,0,52063
270343,4,0,52063
270352,4,0,52063
270353,4,0,52063
270386,5,0,52063
270388,5,0,52063
270395,5,0,52063
270397,5,0,52063
270438,6,0,52063
270439,6,0,52063
270441,6,0,52063
270449,6,0,52063
270450,6,0,52063
270493,7,0,52063
270495,7,0,52063
270502,7,0,52063
270503,7,0,52063
270537,8,0,52063
270539,8,0,52063
270546,8,0,52063
270547,8,0,52063
270588,9,0,52063
270590,9,0,52063
270596,9,0,52063
270597,9,0,52063
270608,9,0,67441
270635,10,0,52063
270637,10,0,52063
270644,10,0,52063
270645,10,0,52063
270691,11,0,52063
270693,11,0,52063
270738,12,0,52063
270740,12,0,52063
270787,13,0,52063
270788,13,0,52063
270790,13,0,52063
270836,14,0,52063
270838,14,0,52063
270845,14,0,52063
270846,14,0,52063
270885,15,0,52063
270887,15,0,52063
270928,16,0,52063
270930,16,0,52063
270937,16,0,52063
270938,16,0,52063
270944,16,0,67441
270980,17,0,52063
270982,17,0,52063
271027,18,0,52063
271029,18,0,52063
271038,18,0,52063
271039,18,0,52063
271076,19,0,52063
271078,19,0,52063
271085,19,0,52063
271127,20,0,52063
271128,20,0,52063
271130,20,0,52063
271135,20,0,52063
271136,20,0,52063
271176,21,0,52063
271178,21,0,52063
271185,21,0,52063
271186,21,0,52063
271224,22,0,52063
271226,22,0,52063
271233,22,0,52063
271234,22,0,52063
271267,23,0,52063
271269,23,0,52063
271276,23,0,52063
271277,23,0,52063
271286,23,0,67441
271320,24,0,52063
271322,24,0,52063
271329,24,0,52063
271330,24,0,52063
271363,25,0,52063
271365,25,0,52063
271374,25,0,52063
271375,25,0,52063
271421,26,0,52063
271423,26,0,52063
271468,27,0,52063
271469,27,0,52063
271471,27,0,52063
271479,27,0,52063
271480,27,0,52063
271517,28,0,52063
271519,28,0,52063
271526,28,0,52063
271527,28,0,52063
271564,29,0,52063
271566,29,0,52063
271573,29,0,52063
271574,29,0,52063
271605,30,0,52063
271607,30,0,52063
271614,30,0,52063
271615,30,0,52063
271625,30,0,67441
271661,31,0,52063
271663,31,0,52063
271670,31,0,52063
271671,31,0,52063
271718,32,0,52063
271720,32,0,52063
271760,33,0,52063
271762,33,0,52063
271769,33,0,52063
271810,34,0,52063
271811,34,0,52063
271813,34,0,52063
271818,34,0,52063
271819,34,0,52063
271869,35,0,52063
271871,35,0,52063
271878,35,0,52063
271879,35,0,52063
271917,36,0,52063
271919,36,0,52063
271926,36,0,52063
271927,36,0,52063
271972,37,0,52063
271974,37,0,52063
271987,37,0,67441
272023,38,0,52063
272025,38,0,52063
272032,38,0,52063
272033,38,0,52063
272078,39,0,52063
272080,39,0,52063
272096,39,0,67441
272132,40,0,52063
272134,40,0,52063
272181,41,0,52063
272182,41,0,52063
272184,41,0,52063
272192,41,0,52063
272193,41,0,52063
272232,42,0,52063
272234,42,0,52063
272241,42,0,52063
272242,42,0,52063
272276,43,0,52063
272278,43,0,52063
272285,43,0,52063
272286,43,0,52063
272326,44,0,52063
272329,44,0,52063
272334,44,0,52063
272343,44,0,67441
272350,45,0,20356
272390,45,0,52063
272395,45,0,52063
272437,46,0,52063
272442,46,0,52063
272443,46,0,52063
272456,47,0,20356
272486,47,0,52063
272491,47,0,52063
272533,48,0,52063
272536,48,0,52063
272537,48,0,52063
272595,49,0,52063
272599,49,0,52063
272600,49,0,52063
272614,2,0,61032
272617,2,0,61032
272622,2,0,61032
272625,2,0,61032
272645,3,0,57103
272648,3,0,57103
272652,3,0,61032
272654,3,0,61032
272663,3,0,80756
272686,4,0,55983
272689,4,0,55983
272695,4,0,55983
272702,4,0,70220
272731,5,0,55983
272734,5,0,55983
272739,5,0,55983
272742,5,0,55983
272746,5,0,70220
272782,6,0,55983
272785,6,0,55983
272789,6,0,55983
272793,6,0,55983
272796,6,0,70220
272828,7,0,55983
272831,7,0,55983
272836,7,0,55983
272839,7,0,55983
272843,7,0,70220
272876,8,0,55983
272879,8,0,55983
272882,8,0,55983
272895,8,0,70220
272922,9,0,55983
272925,9,0,55983
272929,9,0,55983
272932,9,0,55983
272944,9,0,70220
272965,10,0,55983
272968,10,0,55983
272973,10,0,55983
272976,10,0,55983
272987,10,0,70220
273018,11,0,55983
273021,11,0,55983
273033,11,0,70220
273067,12,0,55983
273070,12,0,55983
273075,12,0,55983
273081,12,0,70220
273113,13,0,55983
273116,13,0,55983
273120,13,0,55983
273126,13,0,70220
273157,14,0,55983
273160,14,0,55983
273165,14,0,55983
273171,14,0,70220
273204,15,0,55983
273207,15,0,55983
273212,15,0,55983
273217,15,0,70220
273245,16,0,55983
273248,16,0,55983
273253,16,0,55983
273256,16,0,55983
273262,16,0,70220
273281,17,0,55983
273284,17,0,55983
273289,17,0,55983
273299,17,0,70220
273334,18,0,55983
273337,18,0,55983
273343,18,0,55983
273349,18,0,70220
273382,19,0,55983
273385,19,0,55983
273390,19,0,55983
273396,19,0,69125
273397,19,0,69125
273427,20,0,55983
273429,20,0,55983
273432,20,0,55983
273435,20,0,55983
273446,20,0,70220
273475,21,0,55983
273478,21,0,55983
273483,21,0,55983
273488,21,0,69125
273489,21,0,69125
273490,21,0,70220
273521,22,0,55983
273524,22,0,55983
273529,22,0,55983
273535,22,0,70220
273563,23,0,55983
273566,23,0,55983
273571,23,0,55983
273580,23,0,70220
273606,24,0,55983
273609,24,0,55983
273614,24,0,55983
273618,24,0,70220
273644,25,0,55983
273647,25,0,55983
273653,25,0,55983
273657,25,0,55983
273666,25,0,69125
273667,25,0,69125
273700,26,0,55983
273703,26,0,55983
273708,26,0,55983
273743,27,0,55983
273746,27,0,55983
273750,27,0,55983
273754,27,0,55983
273762,27,0,70220
273795,28,0,55983
273798,28,0,55983
273803,28,0,55983
273806,28,0,70220
273836,29,0,55983
273839,29,0,55983
273844,29,0,55983
273847,29,0,55983
273855,29,0,70220
273881,30,0,55983
273884,30,0,55983
273889,30,0,55983
273892,30,0,55983
273900,30,0,70220
273926,31,0,55983
273929,31,0,55983
273934,31,0,55983
273937,31,0,55983
273947,31,0,70220
273977,32,0,55983
273980,32,0,55983
273986,32,0,55983
273992,32,0,69125
273993,32,0,69125
274023,33,0,55983
274026,33,0,55983
274031,33,0,55983
274065,34,0,55983
274067,34,0,55983
274070,34,0,55983
274073,34,0,55983
274085,34,0,70220
274117,35,0,55983
274120,35,0,55983
274125,35,0,55983
274128,35,0,70220
274157,36,0,55983
274160,36,0,55983
274165,36,0,55983
274172,36,0,70220
274202,37,0,55983
274205,37,0,55983
274210,37,0,55983
274213,37,0,55983
274222,37,0,77388
274246,38,0,55983
274249,38,0,55983
274254,38,0,55983
274257,38,0,55983
274265,38,0,70220
274294,39,0,55983
274297,39,0,55983
274303,39,0,55983
274309,39,0,69125
274310,39,0,69125
274343,40,0,55983
274346,40,0,55983
274351,40,0,55983
274383,41,0,55983
274386,41,0,55983
274390,41,0,55983
274394,41,0,55983
274401,41,0,70220
274433,42,0,55983
274436,42,0,55983
274441,42,0,55983
274446,42,0,70220
274476,43,0,55983
274479,43,0,55983
274484,43,0,55983
274487,43,0,55983
274493,43,0,70220
274524,44,0,55983
274527,44,0,55983
274532,44,0,55983
274534,44,0,55983
274543,45,0,35038
274569,45,0,55983
274574,45,0,55983
274576,45,0,55983
274614,46,0,55983
274619,46,0,55983
274621,46,0,55983
274628,47,0,35038
274659,47,0,55983
274664,47,0,55983
274666,47,0,55983
274701,48,0,55983
274704,48,0,55983
274706,48,0,55983
274745,49,0,55983
274749,49,0,55983
274751,49,0,55983
274760,2,0,30818
274768,2,0,47926
274769,2,0,47926
274784,3,0,38125
274786,3,0,47926
274787,3,0,47926
274816,4,0,24122
274827,4,0,44583
274828,4,0,44583
274829,4,0,44583
274830,4,0,44583
274831,4,0,44583
274868,5,0,24122
274869,5,0,37846
274892,5,0,47926
274930,6,0,24122
274983,7,0,24122
274994,7,0,44583
274995,7,0,44583
274996,7,0,44583
274997,7,0,44583
274998,7,0,44583
275038,8,0,24122
275093,9,0,24122
275096,9,0,37846
275097,9,0,37846
275145,10,0,24122
275147,10,0,37846
275148,10,0,37846
275205,11,0,24122
275216,11,0,44583
275217,11,0,44583
275218,11,0,44583
275219,11,0,44583
275220,11,0,44583
275268,12,0,24122
275269,12,0,37846
275270,12,0,37846
275322,13,0,24122
275369,14,0,24122
275380,14,0,44583
275381,14,0,44583
275382,14,0,44583
275383,14,0,44583
275384,14,0,44583
275421,15,0,24122
275473,16,0,24122
275474,16,0,37846
275475,16,0,37846
275520,17,0,24122
275524,17,0,37846
275525,17,0,37846
275575,18,0,24122
275590,18,0,44583
275591,18,0,44583
275592,18,0,44583
275624,19,0,24122
275628,19,0,37846
275629,19,0,37846
275635,19,0,39499
275636,19,0,39499
275637,19,0,39499
275640,19,0,39499
275642,19,0,39499
275681,20,0,24122
275728,21,0,24122
275735,21,0,39499
275736,21,0,39499
275738,21,0,39499
275741,21,0,39499
275743,21,0,39499
275747,21,0,44583
275748,21,0,44583
275749,21,0,44583
275784,22,0,24122
275834,23,0,24122
275835,23,0,37846
275836,23,0,37846
275841,23,0,39499
275842,23,0,39499
275844,23,0,39499
275847,23,0,39499
275849,23,0,39499
275885,24,0,24122
275889,24,0,37846
275890,24,0,37846
275941,25,0,24122
275953,25,0,44583
275954,25,0,44583
275955,25,0,44583
275991,26,0,24122
275993,26,0,37846
275994,26,0,37846
275999,26,0,39499
276000,26,0,39499
276001,26,0,39499
276004,26,0,39499
276006,26,0,39499
276048,27,0,24122
276094,28,0,24122
276101,28,0,39499
276102,28,0,39499
276104,28,0,39499
276107,28,0,39499
276109,28,0,39499
276113,28,0,44583
276114,28,0,44583
276115,28,0,44583
276148,29,0,24122
276199,30,0,24122
276202,30,0,37846
276203,30,0,37846
276208,30,0,39499
276209,30,0,39499
276211,30,0,39499
276214,30,0,39499
276216,30,0,39499
276254,31,0,24122
276257,31,0,37846
276258,31,0,37846
276307,32,0,24122
276321,32,0,44583
276322,32,0,44583
276323,32,0,44583
276359,33,0,24122
276361,33,0,37846
276362,33,0,37846
276368,33,0,39499
276369,33,0,39499
276370,33,0,39499
276373,33,0,39499
276375,33,0,39499
276415,34,0,24122
276463,35,0,24122
276470,35,0,39499
276471,35,0,39499
276473,35,0,39499
276476,35,0,39499
276478,35,0,39499
276482,35,0,44583
276483,35,0,44583
276484,35,0,44583
276518,36,0,24122
276565,37,0,24122
276569,37,0,37846
276570,37,0,37846
276575,37,0,39499
276576,37,0,39499
276578,37,0,39499
276581,37,0,39499
276583,37,0,39499
276621,38,0,24122
276624,38,0,37846
276625,38,0,37846
276674,39,0,24122
276688,39,0,44583
276689,39,0,44583
276690,39,0,44583
276726,40,0,24122
276727,40,0,37846
276728,40,0,37846
276734,40,0,39499
276735,40,0,39499
276736,40,0,39499
276739,40,0,39499
276741,40,0,39499
276782,41,0,24122
276827,42,0,24122
276833,42,0,39499
276834,42,0,39499
276836,42,0,39499
276839,42,0,39499
276841,42,0,39499
276845,42,0,44583
276846,42,0,44583
276847,42,0,44583
276883,43,0,24122
276933,44,0,24122
276935,44,0,37846
276936,44,0,37846
276980,45,0,24122
276990,45,0,39499
276991,45,0,39499
276992,45,0,39499
276995,45,0,39499
277000,45,0,39499
277045,46,0,24122
277064,46,0,44583
277065,46,0,44583
277066,46,0,44583
277099,47,0,24122
277107,47,0,39499
277108,47,0,39499
277109,47,0,39499
277110,47,0,39499
277150,48,0,24122
277202,49,0,24122
277208,49,0,39499
277209,49,0,39499
277210,49,0,39499
277211,49,0,39499
277215,49,0,44583
277216,49,0,44583
277217,49,0,44583
277245,2,0,47702
277257,2,0,56040
277258,2,0,56040
277259,2,0,56040
277263,2,0,56040
277265,2,0,60520
277300,3,0,47702
277308,3,0,56040
277309,3,0,56040
277310,3,0,56040
277321,3,0,67827
277349,4,0,32420
277350,4,0,32420
277356,4,0,45883
277358,4,0,45883
277359,4,0,45883
277360,4,0,45883
277368,4,0,45883
277411,5,0,37622
277412,5,0,45883
277413,5,0,45883
277444,5,0,60727
277478,6,0,45883
277479,6,0,45883
277480,6,0,45883
277481,6,0,45883
277535,7,0,32420
277538,7,0,45883
277539,7,0,45883
277540,7,0,45883
277541,7,0,45883
277604,8,0,45883
277605,8,0,45883
277606,8,0,45883
277628,8,0,53824
277661,9,0,37622
277669,9,0,45883
277670,9,0,45883
277671,9,0,45883
277672,9,0,45883
277726,10,0,37622
277730,10,0,45883
277731,10,0,45883
277732,10,0,45883
277733,10,0,45883
277785,11,0,32420
277786,11,0,32420
277799,11,0,45883
277801,11,0,45883
277802,11,0,45883
277803,11,0,45883
277856,12,0,37622
277866,12,0,45883
277867,12,0,45883
277868,12,0,45883
277869,12,0,45883
277928,13,0,45883
277929,13,0,45883
277930,13,0,45883
277931,13,0,45883
277982,14,0,32420
277992,14,0,45883
277993,14,0,45883
277994,14,0,45883
277995,14,0,45883
278055,15,0,45883
278056,15,0,45883
278057,15,0,45883
278097,15,0,67152
278111,16,0,37622
278118,16,0,45883
278119,16,0,45883
278120,16,0,45883
278121,16,0,45883
278176,17,0,37622
278181,17,0,45883
278182,17,0,45883
278183,17,0,45883
278184,17,0,45883
278240,18,0,32420
278241,18,0,32420
278252,18,0,45883
278254,18,0,45883
278255,18,0,45883
278256,18,0,45883
278308,19,0,17738
278313,19,0,37622
278321,19,0,45883
278322,19,0,45883
278323,19,0,45883
278324,19,0,45883
278380,20,0,45883
278381,20,0,45883
278382,20,0,45883
278383,20,0,45883
278434,21,0,17738
278437,21,0,32420
278445,21,0,45883
278446,21,0,45883
278447,21,0,45883
278448,21,0,45883
278510,22,0,45883
278511,22,0,45883
278512,22,0,45883
278513,22,0,45883
278565,23,0,17738
278567,23,0,37622
278577,23,0,45883
278578,23,0,45883
278579,23,0,45883
278580,23,0,45883
278633,24,0,37622
278637,24,0,45883
278638,24,0,45883
278639,24,0,45883
278640,24,0,45883
278696,25,0,32420
278697,25,0,32420
278710,25,0,45883
278712,25,0,45883
278713,25,0,45883
278714,25,0,45883
278764,26,0,17738
278769,26,0,37622
278778,26,0,45883
278779,26,0,45883
278780,26,0,45883
278781,26,0,45883
278842,27,0,45883
278843,27,0,45883
278844,27,0,45883
278845,27,0,45883
278895,28,0,17738
278898,28,0,32420
278907,28,0,45883
278908,28,0,45883
278909,28,0,45883
278910,28,0,45883
278970,29,0,45883
278971,29,0,45883
278972,29,0,45883
278992,29,0,53824
279026,30,0,17738
279028,30,0,37622
279036,30,0,45883
279037,30,0,45883
279038,30,0,45883
279039,30,0,45883
279095,31,0,37622
279101,31,0,45883
279102,31,0,45883
279103,31,0,45883
279104,31,0,45883
279160,32,0,32420
279161,32,0,32420
279172,32,0,45883
279174,32,0,45883
279175,32,0,45883
279176,32,0,45883
279228,33,0,17738
279233,33,0,37622
279242,33,0,45883
279243,33,0,45883
279244,33,0,45883
279245,33,0,45883
279305,34,0,45883
279306,34,0,45883
279307,34,0,45883
279308,34,0,45883
279359,35,0,17738
279362,35,0,32420
279368,35,0,45883
279369,35,0,45883
279370,35,0,45883
279371,35,0,45883
279435,36,0,45883
279436,36,0,45883
279437,36,0,45883
279438,36,0,45883
279490,37,0,17738
279492,37,0,37622
279499,37,0,45883
279500,37,0,45883
279501,37,0,45883
279502,37,0,45883
279559,38,0,37622
279566,38,0,45883
279567,38,0,45883
279568,38,0,45883
279569,38,0,45883
279624,39,0,32420
279625,39,0,32420
279637,39,0,45883
279639,39,0,45883
279640,39,0,45883
279641,39,0,45883
279692,40,0,17738
279697,40,0,37622
279707,40,0,45883
279708,40,0,45883
279709,40,0,45883
279710,40,0,45883
279770,41,0,45883
279771,41,0,45883
279772,41,0,45883
279773,41,0,45883
279823,42,0,17738
279826,42,0,32420
279834,42,0,45883
279835,42,0,45883
279836,42,0,45883
279837,42,0,45883
279899,43,0,45883
279900,43,0,45883
279901,43,0,45883
279902,43,0,45883
279955,44,0,37622
279964,44,0,45883
279965,44,0,45883
279966,44,0,45883
279967,44,0,45883
280016,45,0,17738
280028,45,0,45883
280029,45,0,45883
280030,45,0,45883
280032,45,0,45883
280033,45,0,45883
280085,46,0,32420
280090,46,0,45883
280092,46,0,45883
280093,46,0,45883
280141,47,0,17738
280151,47,0,45883
280152,47,0,45883
280154,47,0,45883
280155,47,0,45883
280212,48,0,45883
280214,48,0,45883
280215,48,0,45883
280257,49,0,17738
280258,49,0,32420
280259,49,0,32420
280260,49,0,32420
280271,49,0,45883
280272,49,0,45883
280274,49,0,45883
280275,49,0,45883
280320,2,0,59367
280321,2,0,59367
280324,2,0,59367
280326,2,0,59367
280328,2,0,59367
280358,3,0,47626
280375,3,0,64407
280376,3,0,64407
280394,4,0,12114
280423,4,0,56590
280426,4,0,56590
280432,4,0,56590
280434,4,0,56590
280487,6,0,56590
280490,6,0,56590
280501,7,0,12114
280543,7,0,56590
280546,7,0,56590
280598,8,0,56590
280601,8,0,56590
280649,9,0,56590
280652,9,0,56590
280659,9,0,56590
280662,9,0,56590
280677,10,0,37546
280715,10,0,56590
280717,10,0,56590
280722,10,0,56590
280724,10,0,56590
280737,11,0,12114
280786,11,0,56590
280790,11,0,56590
280844,12,0,56590
280846,12,0,56590
280899,13,0,56590
280902,13,0,56590
280909,14,0,12114
280954,14,0,56590
280957,14,0,56590
281006,15,0,56590
281009,15,0,56590
281062,16,0,56590
281065,16,0,56590
281077,17,0,37546
281111,17,0,56590
281114,17,0,56590
281121,17,0,56590
281124,17,0,56590
281140,18,0,12114
281179,18,0,56590
281183,18,0,56590
281222,19,0,38043
281225,19,0,38043
281240,19,0,56590
281241,19,0,56590
281246,19,0,56590
281248,19,0,56590
281306,20,0,56590
281309,20,0,56590
281319,21,0,12114
281343,21,0,38043
281359,21,0,56590
281362,21,0,56590
281369,21,0,56590
281419,22,0,56590
281422,22,0,56590
281475,23,0,56590
281478,23,0,56590
281488,24,0,37546
281520,24,0,56590
281523,24,0,56590
281530,24,0,56590
281533,24,0,56590
281554,25,0,12114
281603,25,0,56590
281607,25,0,56590
281635,26,0,38043
281638,26,0,38043
281660,26,0,56590
281662,26,0,56590
281718,27,0,56590
281721,27,0,56590
281728,28,0,12114
281752,28,0,38043
281774,28,0,56590
281777,28,0,56590
281823,29,0,56590
281826,29,0,56590
281833,29,0,56590
281879,30,0,56590
281882,30,0,56590
281900,31,0,37546
281941,31,0,56590
281944,31,0,56590
281959,32,0,12114
282002,32,0,56590
282006,32,0,56590
282040,33,0,38043
282043,33,0,38043
282062,33,0,56590
282064,33,0,56590
282120,34,0,56590
282123,34,0,56590
282133,35,0,12114
282157,35,0,38043
282178,35,0,56590
282181,35,0,56590
282233,36,0,56590
282236,36,0,56590
282280,37,0,56590
282283,37,0,56590
282290,37,0,56590
282305,38,0,37546
282344,38,0,56590
282347,38,0,56590
282363,39,0,12114
282409,39,0,56590
282413,39,0,56590
282444,40,0,38043
282447,40,0,38043
282472,40,0,56590
282474,40,0,56590
282527,41,0,56590
282530,41,0,56590
282537,42,0,12114
282561,42,0,38043
282577,42,0,56590
282580,42,0,56590
282635,43,0,56590
282638,43,0,56590
282689,44,0,56590
282692,44,0,56590
282723,45,0,38043
282728,45,0,38043
282757,45,0,56590
282760,45,0,56590
282762,45,0,56590
282769,46,0,12114
282821,46,0,56590
282824,46,0,56590
282826,46,0,56590
282851,47,0,38043
282852,47,0,38043
282853,47,0,38043
282877,47,0,56590
282879,47,0,56590
282932,48,0,56590
282935,48,0,56590
282937,48,0,56590
282947,49,0,12114
282969,49,0,38043
282970,49,0,38043
282971,49,0,38043
282998,49,0,56590
283001,49,0,56590
283003,49,0,56590
283018,2,0,59524
283020,2,0,59524
283023,2,0,59524
283024,2,0,59524
283062,3,0,58404
283063,3,0,58404
283064,3,0,58404
283065,3,0,59524
283066,3,0,59524
283080,4,0,36660
283087,4,0,51707
283090,4,0,51707
283095,4,0,51707
283100,4,0,51707
283136,5,0,51707
283138,5,0,51707
283145,5,0,51707
283177,6,0,51707
283178,6,0,51707
283184,6,0,51707
283204,7,0,36660
283221,7,0,51707
283223,7,0,51707
283229,7,0,51707
283235,7,0,51707
283265,8,0,51707
283267,8,0,51707
283273,8,0,51707
283307,9,0,51707
283309,9,0,51707
283315,9,0,51707
283320,9,0,51707
283359,10,0,51707
283361,10,0,51707
283366,10,0,51707
283368,10,0,51707
283371,10,0,51707
283385,11,0,36660
283412,11,0,51707
283415,11,0,51707
283422,11,0,51707
283462,12,0,51707
283464,12,0,51707
283471,12,0,51707
283506,13,0,51707
283507,13,0,51707
283513,13,0,51707
283534,14,0,36660
283547,14,0,51707
283549,14,0,51707
283555,14,0,51707
283591,15,0,51707
283593,15,0,51707
283599,15,0,51707
283605,15,0,51707
283641,16,0,51707
283643,16,0,51707
283649,16,0,51707
283678,17,0,51707
283680,17,0,51707
283688,17,0,51707
283691,17,0,51707
283694,17,0,51707
283709,18,0,36660
283728,18,0,51707
283731,18,0,51707
283738,18,0,51707
283745,18,0,51707
283772,19,0,48795
283777,19,0,51707
283779,19,0,51707
283784,19,0,51707
283785,19,0,51707
283828,20,0,51707
283829,20,0,51707
283835,20,0,51707
283856,21,0,36660
283867,21,0,48795
283869,21,0,48795
283879,21,0,51707
283881,21,0,51707
283887,21,0,51707
283923,22,0,51707
283925,22,0,51707
283931,22,0,51707
283964,23,0,48795
283966,23,0,48795
283976,23,0,51707
283978,23,0,51707
283984,23,0,51707
284025,24,0,51707
284027,24,0,51707
284035,24,0,51707
284038,24,0,51707
284042,24,0,51707
284068,25,0,36660
284099,25,0,51707
284102,25,0,51707
284132,26,0,48795
284147,26,0,51707
284149,26,0,51707
284156,26,0,51707
284158,26,0,51707
284200,27,0,51707
284201,27,0,51707
284207,27,0,51707
284228,28,0,36660
284239,28,0,48795
284241,28,0,48795
284254,28,0,51707
284256,28,0,51707
284262,28,0,51707
284297,29,0,51707
284299,29,0,51707
284305,29,0,51707
284311,29,0,51707
284342,30,0,48795
284344,30,0,48795
284354,30,0,51707
284356,30,0,51707
284362,30,0,51707
284405,31,0,51707
284407,31,0,51707
284415,31,0,51707
284418,31,0,51707
284441,32,0,36660
284466,32,0,51707
284469,32,0,51707
284476,32,0,51707
284508,33,0,48795
284522,33,0,51707
284524,33,0,51707
284531,33,0,51707
284533,33,0,51707
284574,34,0,51707
284575,34,0,51707
284581,34,0,51707
284602,35,0,36660
284613,35,0,48795
284615,35,0,48795
284628,35,0,51707
284630,35,0,51707
284636,35,0,51707
284673,36,0,51707
